C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;C13;C14;C15;C16;C17;C18;C19;C20;C21;C22;
0.79;-1.19;-10.03;-9.07;-13.44;-4.42;-16.75;-10.05;-11.94;-13.64;-16.86;-7.69;-16.49;-26.44;-36.1;69.39;49.16;-26.59;-48.07;-18.03;-93.12;70.55;
0.78;-1.13;-9.85;-9.09;-13.27;-4.44;-16.78;-10.05;-11.96;-13.62;-16.82;-7.94;-16.58;-26.51;-36.28;69.4;49.02;-26.6;-48.35;-18.11;-93.51;70.78;
0.78;-1.13;-9.66;-9.1;-13.11;-4.46;-16.76;-10.06;-12.01;-13.54;-16.82;-8.31;-16.72;-26.67;-36.47;69.3;48.89;-26.63;-48.62;-18.23;-93.88;70.87;
0.77;-1.28;-9.47;-9.11;-12.93;-4.47;-16.71;-10.04;-12.06;-13.48;-16.83;-8.82;-16.88;-26.85;-36.64;69.09;48.81;-26.64;-48.82;-18.35;-94.22;71.08;
0.77;-1.64;-9.44;-9.13;-12.76;-4.47;-16.57;-10;-12.11;-13.45;-16.79;-9.34;-17.02;-27.06;-36.86;68.8;48.68;-26.64;-49.01;-18.47;-94.66;71.29;
0.76;-2.23;-9.48;-9.14;-12.61;-4.46;-16.32;-9.96;-12.13;-13.4;-16.91;-9.87;-17.03;-27.23;-36.89;68.54;48.75;-26.64;-49.05;-18.61;-95.1;71.35;
0.75;-2.9;-9.56;-9.14;-12.39;-4.44;-15.99;-9.91;-12.14;-13.37;-17.09;-10.39;-16.94;-27.25;-36.87;68.25;48.79;-26.66;-48.97;-18.75;-95.46;71.47;
0.77;-3.59;-9.72;-9.17;-12.18;-4.44;-15.67;-9.85;-12.12;-13.36;-17.29;-10.89;-16.8;-27.17;-36.75;68.05;48.77;-26.66;-48.84;-18.89;-95.84;71.73;
0.77;-4.21;-9.82;-9.19;-11.95;-4.41;-15.31;-9.78;-12.07;-13.33;-17.47;-11.28;-16.65;-26.97;-36.62;67.91;48.97;-26.65;-48.56;-19.45;-96.21;71.87;
0.77;-4.7;-9.89;-9.2;-11.69;-4.4;-14.91;-9.7;-12;-13.31;-17.64;-11.71;-16.44;-26.74;-36.49;67.7;49.18;-26.66;-48.37;-20.18;-96.46;71.87;
0.76;-5.06;-10;-9.2;-11.5;-4.4;-14.47;-9.61;-11.93;-13.29;-17.77;-12.13;-16.27;-26.54;-36.24;67.47;49.34;-26.65;-47.98;-20.51;-96.63;71.77;
0.76;-5.33;-9.99;-9.2;-11.33;-4.41;-13.95;-9.55;-11.89;-13.28;-17.8;-12.6;-16.07;-26.35;-36.03;67.32;49.55;-26.6;-47.81;-20.71;-96.71;72;
0.76;-5.5;-9.75;-9.22;-11.14;-4.4;-13.43;-9.53;-11.83;-13.26;-17.79;-13.03;-15.94;-26.15;-35.89;67.22;49.72;-26.6;-47.76;-20.96;-96.67;72.25;
0.74;-5.65;-9.46;-9.21;-10.88;-4.41;-12.79;-9.52;-11.81;-13.21;-17.77;-13.43;-15.81;-26.01;-35.78;67.19;49.85;-26.59;-47.68;-21.22;-96.62;72.33;
0.74;-5.85;-9.1;-9.22;-10.54;-4.41;-12.21;-9.56;-11.8;-13.17;-17.71;-13.87;-15.74;-25.99;-35.8;67.21;49.83;-26.56;-47.55;-21.63;-96.47;72.13;
0.74;-6.18;-8.73;-9.22;-10.22;-4.4;-11.82;-9.6;-11.8;-13.14;-17.55;-14.28;-15.95;-26.1;-35.9;67.14;49.51;-26.56;-47.68;-22.1;-96.33;71.84;
0.74;-6.56;-8.4;-9.24;-9.88;-4.41;-11.55;-9.63;-11.81;-13.11;-17.44;-14.71;-16.26;-26.43;-36.07;67.08;49.26;-26.56;-47.99;-22.49;-96.17;71.39;
0.75;-7.02;-8.07;-9.24;-9.53;-4.42;-11.41;-9.64;-11.83;-13.12;-17.14;-15.08;-16.69;-26.83;-36.42;67.09;49.14;-26.54;-48.23;-22.76;-96.14;70.73;
0.74;-7.49;-7.82;-9.23;-9.21;-4.42;-11.23;-9.63;-11.86;-13.11;-16.84;-15.34;-17.1;-27.28;-36.81;67.09;48.82;-26.55;-48.54;-22.84;-96.06;70.24;
0.76;-7.95;-7.8;-9.23;-8.79;-4.42;-10.98;-9.62;-11.88;-13.12;-16.62;-15.5;-17.5;-27.68;-37.29;66.96;48.48;-26.54;-48.9;-22.74;-96.07;70.03;
0.75;-8.41;-7.81;-9.22;-8.34;-4.43;-10.79;-9.61;-11.89;-13.1;-16.53;-15.66;-17.82;-27.97;-37.56;66.77;48.04;-26.54;-49.23;-22.55;-96.05;69.95;
0.74;-8.82;-7.94;-9.22;-7.95;-4.43;-10.44;-9.59;-11.87;-13.09;-16.54;-15.77;-18.01;-28.13;-37.64;66.65;47.76;-26.5;-49.42;-22.38;-95.91;69.94;
0.74;-9.2;-8.06;-9.23;-7.6;-4.41;-10.13;-9.58;-11.87;-13.08;-16.55;-15.91;-18.01;-28.12;-37.66;66.57;47.78;-26.45;-49.44;-22.25;-95.75;70.04;
0.73;-9.55;-8.23;-9.23;-7.32;-4.41;-9.71;-9.54;-11.84;-13.07;-16.54;-16.17;-17.98;-28;-37.53;66.64;47.83;-26.38;-49.37;-22.26;-95.41;70.11;
0.74;-9.92;-8.38;-9.23;-7.13;-4.4;-9.1;-9.49;-11.77;-13.06;-16.64;-16.47;-17.95;-27.84;-37.34;66.68;47.84;-25.9;-49.27;-22.41;-95.1;70.22;
0.74;-10.31;-8.5;-9.24;-6.95;-4.38;-8.4;-9.45;-11.73;-13.06;-16.76;-16.81;-17.91;-27.7;-37.19;66.57;48.03;-25.23;-49.09;-22.6;-94.75;70.28;
0.75;-10.73;-8.5;-9.24;-6.76;-4.37;-7.77;-9.43;-11.68;-13.05;-16.91;-17.27;-17.93;-27.53;-36.98;66.51;48.22;-25.02;-48.88;-22.7;-94.41;70.13;
0.75;-11.16;-8.51;-9.26;-6.57;-4.35;-7;-9.4;-11.69;-13.04;-16.86;-17.71;-17.98;-27.4;-36.83;66.45;48.43;-24.97;-48.79;-22.76;-94.16;70.04;
0.75;-11.62;-8.49;-9.27;-6.41;-4.36;-6.3;-9.44;-11.68;-13.03;-16.69;-18.32;-18.03;-27.24;-36.75;66.48;48.52;-24.97;-48.7;-22.74;-93.9;69.86;
0.76;-12.1;-8.4;-9.26;-6.28;-4.35;-5.76;-9.43;-11.71;-13;-16.4;-18.96;-18.15;-27.24;-36.74;66.45;48.57;-24.88;-48.65;-22.56;-93.63;69.54;
0.76;-12.54;-8.27;-9.25;-6.14;-4.39;-5.2;-9.43;-11.71;-12.99;-16.09;-19.63;-18.31;-27.35;-36.79;66.45;48.56;-24.66;-48.75;-22.3;-93.36;69.13;
0.75;-12.98;-8.08;-9.23;-5.96;-4.44;-4.7;-9.42;-11.69;-12.97;-15.76;-20.21;-18.45;-27.51;-36.98;66.44;48.48;-24.27;-48.89;-22.02;-93.05;68.74;
0.75;-13.42;-7.91;-9.17;-5.76;-4.49;-4.32;-9.39;-11.67;-12.99;-15.47;-20.7;-18.56;-27.7;-37.14;66.37;48.38;-23.74;-49.06;-21.73;-92.81;68.54;
0.75;-13.93;-7.81;-8.69;-5.52;-4.94;-4.05;-9.35;-11.64;-13;-15.25;-21.08;-18.68;-27.88;-37.36;66.41;48.17;-23.1;-49.16;-21.53;-92.53;68.55;
0.75;-14.51;-7.84;-8.03;-5.29;-5.6;-3.92;-9.34;-11.61;-13;-15.17;-21.32;-18.78;-27.99;-37.48;66.36;48.12;-22.49;-49.32;-21.35;-92.17;68.7;
0.75;-15.11;-8.03;-7.88;-5.08;-5.77;-3.76;-9.32;-11.6;-13.01;-15.16;-21.45;-18.81;-28.04;-37.6;66.22;48.15;-21.9;-49.46;-21.33;-91.76;68.97;
0.74;-15.72;-8.39;-7.93;-4.95;-5.76;-3.65;-9.3;-11.59;-13.02;-15.27;-21.54;-18.75;-27.96;-37.59;66.01;48.16;-21.38;-49.49;-21.33;-91.45;69.33;
0.74;-16.32;-8.89;-8;-4.83;-5.72;-3.54;-9.29;-11.58;-13.01;-15.43;-21.62;-18.68;-27.89;-37.53;65.81;48.11;-20.96;-49.37;-21.33;-91.26;69.73;
0.73;-16.9;-9.44;-7.98;-4.72;-5.74;-3.26;-9.29;-11.59;-12.99;-15.69;-21.54;-18.59;-27.83;-37.44;65.54;48.18;-20.61;-49.11;-21.27;-91.07;70.31;
0.74;-17.39;-9.89;-7.83;-4.63;-5.91;-3.08;-9.29;-11.58;-12.98;-15.89;-21.35;-18.51;-27.75;-37.33;65.38;48.37;-20.33;-48.7;-21.1;-90.91;70.58;
0.74;-17.81;-10.2;-7.46;-4.54;-6.3;-2.86;-9.33;-11.6;-12.97;-16.01;-21.37;-18.41;-27.59;-37.17;65.27;48.61;-20.09;-48.47;-20.73;-90.74;70.61;
0.74;-18.17;-10.31;-6.91;-4.45;-6.87;-2.69;-9.36;-11.57;-12.98;-15.98;-21.37;-18.24;-27.26;-36.99;65.11;48.8;-19.81;-48.23;-20.26;-90.51;70.65;
0.73;-18.56;-10.26;-6.25;-4.38;-7.54;-2.56;-9.36;-11.57;-12.98;-15.92;-21.46;-18.06;-26.92;-36.71;64.96;48.9;-19.44;-47.97;-19.71;-90.22;70.67;
0.72;-18.88;-10.13;-5.59;-4.28;-8.22;-2.4;-9.37;-11.57;-13;-15.73;-21.64;-17.9;-26.59;-36.43;64.89;49.09;-19.03;-47.83;-19.22;-89.89;70.56;
0.71;-19.17;-9.93;-4.99;-4.14;-8.82;-2.32;-9.35;-11.57;-13.03;-15.61;-21.9;-17.75;-26.43;-36.3;64.85;49.31;-18.57;-47.62;-18.75;-89.47;70.23;
0.7;-19.54;-9.73;-4.52;-3.98;-9.3;-2.3;-9.32;-11.59;-13.02;-15.43;-22.12;-17.67;-26.39;-36.26;64.77;49.31;-18.06;-47.68;-18.43;-89.05;69.86;
0.71;-19.94;-9.6;-4.17;-3.85;-9.61;-2.2;-9.29;-11.59;-13.01;-15.18;-22.27;-17.68;-26.52;-36.29;64.75;49.32;-17.58;-47.88;-18.23;-88.66;69.56;
0.71;-20.31;-9.51;-3.93;-3.74;-9.82;-2.27;-9.27;-11.61;-13.01;-15.04;-22.32;-17.77;-26.67;-36.43;64.8;49.16;-17.08;-48.15;-18.05;-88.22;69.25;
0.71;-20.69;-9.48;-3.71;-3.63;-9.98;-2.38;-9.27;-11.63;-13.02;-14.91;-22.25;-17.97;-26.87;-36.64;64.92;48.98;-16.57;-48.49;-17.81;-87.87;69.19;
0.71;-20.94;-9.6;-3.51;-3.59;-10.08;-2.58;-9.27;-11.63;-13.03;-14.96;-22.03;-18.15;-26.97;-36.72;65.17;48.88;-16.1;-48.69;-17.53;-87.59;69.26;
0.71;-21.01;-9.8;-3.22;-3.53;-10.27;-2.8;-9.3;-11.64;-13.04;-15.12;-21.76;-18.15;-26.99;-36.85;65.5;48.72;-15.68;-48.88;-17.24;-87.38;69.5;
0.71;-21.03;-10;-2.88;-3.47;-10.55;-2.96;-9.34;-11.64;-13.07;-15.51;-21.48;-18.05;-27.02;-36.87;65.77;48.49;-15.27;-48.93;-16.86;-86.94;69.85;
0.71;-20.93;-10.31;-2.46;-3.44;-10.9;-3.12;-9.37;-11.66;-13.11;-16.06;-21.29;-17.93;-26.97;-36.88;65.74;48.44;-14.86;-48.73;-16.32;-86.62;70.32;
0.7;-20.9;-10.48;-1.97;-3.41;-11.36;-3.16;-9.44;-11.72;-13.15;-16.54;-21.17;-17.63;-26.8;-36.65;65.72;48.54;-14.46;-48.45;-16;-86.38;70.64;
0.71;-20.84;-10.66;-1.48;-3.35;-11.88;-3.2;-9.91;-12.19;-13.64;-16.96;-21.13;-17.35;-26.72;-36.29;65.78;48.75;-14.04;-48.02;-15.76;-85.96;70.8;
0.71;-20.77;-10.84;-1;-3.29;-12.42;-3.23;-10.56;-12.79;-14.26;-17.2;-21.2;-17.09;-26.66;-36.1;65.89;48.98;-13.62;-47.79;-15.5;-85.71;70.85;
0.71;-20.68;-10.86;-0.56;-3.2;-13;-3.19;-10.73;-12.97;-14.43;-17.3;-21.26;-16.84;-26.59;-35.94;65.97;49.22;-13.17;-47.67;-15.22;-85.48;70.89;
0.72;-20.68;-10.79;-0.11;-3.08;-13.48;-3.31;-10.69;-12.91;-14.4;-17.29;-21.27;-16.7;-26.5;-35.85;66.12;49.46;-12.66;-47.45;-14.92;-85.27;71.08;
0.71;-20.72;-10.72;0.29;-2.98;-13.91;-3.45;-10.59;-12.84;-14.34;-17.12;-21.18;-16.63;-26.4;-35.84;66.22;49.64;-12.18;-47.37;-14.66;-85.1;70.85;
0.72;-20.68;-10.63;0.69;-2.88;-14.24;-3.72;-10.6;-12.83;-14.32;-16.88;-20.96;-16.58;-26.36;-35.8;66.45;49.68;-11.7;-47.53;-14.56;-85.04;70.6;
0.71;-20.52;-10.49;1.09;-2.86;-14.53;-4.04;-10.77;-13;-14.5;-16.73;-20.71;-16.69;-26.35;-35.88;66.69;49.71;-11.22;-47.66;-14.43;-85.11;70.62;
0.72;-20.39;-10.37;1.47;-2.87;-14.8;-4.35;-11.14;-13.4;-14.88;-16.67;-20.41;-16.78;-26.37;-36.13;66.9;49.53;-10.71;-47.93;-14.3;-85.11;70.78;
0.71;-20.11;-10.19;1.86;-2.89;-15.14;-4.75;-11.7;-13.99;-15.44;-16.68;-20.05;-16.88;-26.43;-36.3;67.07;49.47;-10.18;-48.24;-14.1;-85.01;70.91;
0.68;-19.8;-10.04;2.29;-2.86;-15.54;-5.1;-12.35;-14.67;-16.1;-16.75;-19.73;-16.93;-26.57;-36.54;67.18;49.35;-9.67;-48.45;-13.84;-84.84;71.21;
0.69;-19.56;-9.88;2.73;-2.82;-15.98;-5.36;-13.01;-15.32;-16.76;-16.81;-19.45;-17.01;-26.69;-36.74;67.12;49.18;-9.2;-48.66;-13.53;-84.67;71.27;
0.68;-19.32;-9.8;3.24;-2.76;-16.46;-5.58;-13.56;-15.89;-17.31;-16.97;-19.2;-17.01;-26.82;-36.77;66.88;49.11;-8.79;-48.83;-13.25;-84.46;71.45;
0.67;-19.11;-9.81;3.72;-2.69;-16.95;-5.77;-13.99;-16.29;-17.72;-17.13;-18.95;-16.91;-26.84;-36.75;66.61;49.12;-8.4;-48.78;-12.88;-84.2;71.62;
0.68;-18.96;-9.91;4.18;-2.62;-17.44;-5.99;-14.26;-16.57;-17.99;-17.38;-18.77;-16.76;-26.77;-36.67;66.29;49.05;-8.01;-48.66;-12.47;-83.86;71.83;
0.69;-18.87;-10.04;4.62;-2.55;-17.96;-6.18;-14.45;-16.76;-18.12;-17.65;-18.65;-16.61;-26.72;-36.51;66.09;49.13;-7.67;-48.42;-12.02;-83.41;72.03;
0.7;-18.71;-10.23;5.06;-2.5;-18.52;-6.43;-14.62;-16.91;-18.22;-17.85;-18.53;-16.53;-26.58;-36.38;65.85;49.32;-7.37;-48.18;-11.61;-83.3;71.89;
0.68;-18.62;-10.37;5.49;-2.45;-19.1;-6.74;-14.79;-17.09;-18.3;-18.04;-18.36;-16.36;-26.43;-36.08;65.68;49.42;-7.1;-47.91;-11.29;-83.28;71.8;
0.68;-18.47;-10.38;5.94;-2.4;-19.62;-7.1;-15;-17.36;-18.46;-18.15;-18.12;-16.2;-26.24;-35.87;65.47;49.61;-6.84;-47.76;-11.04;-83.28;71.98;
0.66;-18.24;-10.23;6.39;-2.4;-20.13;-7.45;-15.33;-17.7;-18.75;-18.16;-17.75;-16.03;-26.01;-35.74;65.36;49.76;-6.72;-47.64;-10.92;-83.37;72.25;
0.67;-18.04;-9.97;6.85;-2.42;-20.65;-7.86;-15.69;-18.1;-19.13;-18.1;-17.31;-15.85;-25.77;-35.59;65.25;49.92;-6.63;-47.49;-10.87;-83.55;72.39;
0.67;-17.75;-9.65;7.31;-2.41;-21.16;-8.18;-16.16;-18.6;-19.63;-18.03;-16.89;-15.87;-25.7;-35.58;65.27;50.02;-6.55;-47.31;-10.87;-83.75;72.24;
0.66;-17.39;-9.36;7.77;-2.39;-21.64;-8.49;-16.66;-19.1;-20.18;-18.01;-16.45;-16.02;-25.79;-35.8;65.25;49.67;-6.51;-47.44;-10.79;-83.84;71.97;
0.68;-17.07;-9;8.25;-2.37;-22.07;-8.81;-17.18;-19.59;-20.71;-17.92;-16.11;-16.38;-26.05;-36.06;65.27;49.48;-6.38;-47.75;-10.61;-83.84;71.53;
0.67;-16.75;-8.71;8.69;-2.32;-22.46;-9.1;-17.7;-20.02;-21.22;-17.69;-15.83;-16.8;-26.41;-36.39;65.37;49.28;-6.27;-48.03;-10.33;-83.84;70.8;
0.66;-16.4;-8.4;9.09;-2.29;-22.89;-9.36;-18.15;-20.39;-21.67;-17.35;-15.61;-17.16;-26.8;-36.74;65.52;48.97;-6.22;-48.41;-10.17;-83.69;70.32;
0.67;-16.06;-8.24;9.58;-2.28;-23.24;-9.59;-18.56;-20.67;-22.02;-17.05;-15.43;-17.55;-27.22;-37.11;65.59;48.71;-6.17;-48.78;-10.02;-83.43;70;
0.68;-15.63;-8.2;10.04;-2.26;-23.54;-9.78;-18.93;-20.93;-22.34;-16.96;-15.27;-17.83;-27.49;-37.37;65.59;48.34;-6.28;-49.09;-9.8;-82.96;69.87;
0.69;-15.22;-8.25;10.42;-2.24;-23.98;-10.06;-19.26;-21.22;-22.66;-16.91;-15.08;-17.99;-27.65;-37.46;65.55;48.04;-6.42;-49.32;-9.63;-82.67;69.86;
0.67;-14.84;-8.4;10.83;-2.2;-24.4;-10.28;-19.63;-21.6;-23;-16.99;-14.9;-18.08;-27.63;-37.4;65.55;48.06;-6.67;-49.4;-9.52;-82.45;69.97;
0.68;-14.5;-8.68;11.26;-2.19;-24.78;-10.54;-19.98;-22.05;-23.39;-17.1;-14.73;-18.07;-27.47;-37.31;65.53;48.17;-7;-49.33;-9.52;-82.24;70.08;
0.68;-14.29;-8.9;11.56;-2.16;-25.15;-10.76;-20.38;-22.54;-23.82;-17.24;-14.55;-18.12;-27.38;-37.07;65.58;48.2;-7.36;-49.2;-9.58;-82.06;70.28;
0.68;-14.08;-9.1;11.85;-2.15;-25.36;-10.97;-20.81;-23.06;-24.28;-17.3;-14.35;-18.21;-27.29;-36.85;65.51;48.38;-7.67;-48.9;-9.61;-82.09;70.23;
0.66;-13.79;-9.23;12.03;-2.16;-25.4;-11.19;-21.26;-23.57;-24.74;-17.22;-14.13;-18.2;-27.23;-36.8;65.42;48.55;-7.98;-48.67;-9.54;-82.16;70.18;
0.67;-13.37;-9.23;12.17;-2.16;-25.36;-11.34;-21.73;-24.05;-25.21;-17.04;-14;-18.21;-27.19;-36.58;65.35;48.71;-8.16;-48.64;-9.48;-82.31;70.14;
0.67;-12.9;-9.19;12.2;-2.18;-25.22;-11.5;-22.18;-24.51;-25.65;-16.79;-13.86;-18.23;-27.13;-36.52;65.29;48.83;-8.25;-48.58;-9.37;-82.5;69.99;
0.66;-12.34;-9.15;12.14;-2.2;-25.19;-11.67;-22.67;-24.91;-26.12;-16.56;-13.74;-18.33;-27.08;-36.49;65.24;48.86;-8.31;-48.58;-9.21;-82.61;69.68;
0.67;-11.87;-8.99;12.11;-2.22;-25.1;-11.79;-23.19;-25.39;-26.61;-16.39;-13.64;-18.53;-27.19;-36.49;65.25;48.82;-8.46;-48.67;-9.15;-82.68;69.26;
0.66;-11.49;-8.82;12.06;-2.24;-25.09;-11.98;-23.71;-25.88;-27.12;-16.23;-13.54;-18.71;-27.3;-36.71;65.34;48.72;-8.67;-48.9;-9.2;-82.65;68.91;
0.66;-11.12;-8.66;12.05;-2.23;-25.03;-12.1;-24.27;-26.39;-27.64;-16.03;-13.45;-18.85;-27.46;-36.87;65.41;48.59;-8.8;-49.03;-9.07;-82.57;68.77;
0.66;-10.79;-8.5;11.97;-2.21;-25.07;-12.23;-24.79;-26.9;-28.12;-15.83;-13.37;-19;-27.57;-37.08;65.45;48.49;-9.05;-49.15;-8.92;-82.41;68.72;
0.64;-10.5;-8.5;11.99;-2.18;-25.14;-12.35;-25.32;-27.42;-28.62;-15.66;-13.27;-19.04;-27.66;-37.28;65.44;48.42;-9.31;-49.26;-8.71;-81.95;68.84;
0.65;-10.32;-8.68;11.9;-2.12;-25.19;-12.44;-25.88;-27.94;-29.14;-15.55;-13.19;-19.07;-27.69;-37.36;65.38;48.46;-9.52;-49.39;-8.66;-81.46;69.01;
0.65;-10.22;-8.94;11.83;-2.09;-25.1;-12.53;-26.35;-28.42;-29.54;-15.68;-13.08;-19.05;-27.68;-37.43;65.25;48.42;-9.69;-49.34;-8.93;-81.28;69.26;
0.65;-10.19;-9.45;11.62;-2.03;-25;-12.6;-26.74;-28.86;-29.95;-15.85;-12.92;-19;-27.62;-37.41;65.01;48.44;-9.95;-49.22;-9.32;-80.93;69.71;
0.65;-10.19;-9.95;11.43;-2.01;-24.76;-12.67;-27.12;-29.32;-30.37;-16.08;-12.78;-18.88;-27.54;-37.22;64.9;48.53;-10.07;-48.98;-9.69;-80.61;70.28;
0.66;-10.19;-10.41;11.26;-2.01;-24.42;-12.77;-27.49;-29.8;-30.81;-16.29;-12.61;-18.81;-27.5;-37.13;64.78;48.72;-10.19;-48.6;-10.04;-80.6;70.55;
0.66;-10.12;-10.71;11.1;-2.01;-24.05;-12.87;-27.83;-30.25;-31.23;-16.39;-12.47;-18.67;-27.37;-37.01;64.49;48.9;-10.42;-48.34;-10.36;-80.7;70.68;
0.66;-10.06;-10.92;10.89;-1.99;-23.74;-12.99;-28.16;-30.67;-31.64;-16.37;-12.37;-18.53;-27.15;-36.79;64.29;49.07;-10.59;-48.1;-10.51;-80.89;70.81;
0.65;-9.92;-10.91;10.69;-2;-23.48;-13.1;-28.6;-31.15;-32.09;-16.27;-12.28;-18.33;-26.81;-36.63;64.24;49.23;-10.75;-47.84;-10.54;-81.12;70.89;
0.65;-9.71;-10.74;10.39;-2.01;-23.26;-13.2;-29;-31.5;-32.48;-16.15;-12.25;-18.16;-26.56;-36.33;64.2;49.4;-10.91;-47.7;-10.64;-81.37;70.78;
0.64;-9.43;-10.49;10.01;-1.99;-23.11;-13.3;-29.34;-31.75;-32.78;-15.99;-12.18;-18.06;-26.43;-36.12;64.2;49.58;-11.13;-47.52;-10.58;-81.64;70.38;
0.64;-9.22;-10.3;9.6;-1.96;-22.96;-13.32;-29.64;-31.96;-33.08;-15.88;-12.13;-18.01;-26.38;-36.14;64.23;49.63;-11.43;-47.64;-10.43;-81.64;70.02;
0.65;-9.04;-10.16;9.16;-1.92;-22.8;-13.34;-29.78;-32.07;-33.23;-15.71;-12.09;-18.02;-26.49;-36.1;64.3;49.55;-11.79;-47.9;-10.2;-81.51;69.67;
0.64;-8.82;-10.08;8.66;-1.85;-22.53;-13.35;-29.86;-32.09;-33.26;-15.53;-12.04;-18.07;-26.63;-36.22;64.44;49.54;-12.32;-48.14;-10.01;-81.27;69.42;
0.64;-8.64;-10.06;8.21;-1.81;-22.24;-13.36;-29.84;-32.07;-33.27;-15.39;-11.98;-18.19;-26.71;-36.47;64.71;49.4;-12.93;-48.46;-9.87;-80.87;69.36;
0.63;-8.48;-10.15;7.78;-1.81;-21.94;-13.39;-29.8;-31.96;-33.2;-15.34;-11.95;-18.28;-26.74;-36.59;64.96;49.28;-13.52;-48.67;-9.76;-80.44;69.39;
0.63;-8.34;-10.32;7.26;-1.81;-21.61;-13.46;-29.76;-31.87;-33.16;-15.47;-11.9;-18.3;-26.75;-36.68;65.19;49.28;-14.07;-48.75;-9.93;-80.01;69.52;
0.62;-8.31;-10.53;6.85;-1.82;-21.3;-13.52;-29.61;-31.81;-33.03;-15.83;-11.84;-18.24;-26.74;-36.72;65.42;49.11;-14.67;-48.71;-10.2;-79.8;69.85;
0.63;-8.46;-10.77;6.44;-1.82;-21.09;-13.62;-29.51;-31.86;-33.03;-16.31;-11.75;-18.17;-26.66;-36.63;65.36;49.11;-15.22;-48.43;-10.35;-79.55;70.17;
0.63;-8.64;-11.03;6.07;-1.83;-20.88;-13.68;-29.39;-31.9;-33;-16.81;-11.64;-17.91;-26.6;-36.41;65.29;49.16;-15.73;-48.13;-10.37;-79.42;70.58;
0.63;-9;-11.3;5.83;-1.82;-20.55;-13.76;-29.4;-32;-33.09;-17.26;-11.55;-17.62;-26.58;-36.08;65.32;49.17;-16.11;-47.63;-10.3;-79.52;70.7;
0.64;-9.42;-11.52;5.59;-1.82;-20.24;-13.82;-29.42;-32.02;-33.16;-17.67;-11.5;-17.33;-26.55;-35.88;65.4;49.23;-16.38;-47.35;-10.23;-79.74;70.76;
0.62;-9.71;-11.64;5.17;-1.81;-19.84;-13.88;-29.44;-32.06;-33.12;-17.77;-11.5;-17.08;-26.49;-35.79;65.48;49.21;-16.55;-47.17;-10.25;-80.03;70.85;
0.62;-9.91;-11.58;4.73;-1.79;-19.41;-13.94;-29.4;-31.96;-32.97;-17.75;-11.48;-16.85;-26.42;-35.66;65.64;49.3;-16.77;-47.01;-10.39;-80.42;70.91;
0.63;-10.04;-11.42;4.22;-1.77;-19.05;-13.97;-29.31;-31.81;-32.78;-17.6;-11.46;-16.63;-26.28;-35.55;65.86;49.45;-16.97;-47.05;-10.49;-80.74;70.58;
0.63;-9.94;-11.3;3.73;-1.74;-18.65;-14.01;-29.14;-31.58;-32.46;-17.4;-11.46;-16.51;-26.12;-35.51;66.02;49.57;-17.09;-47.2;-10.53;-80.87;70.38;
0.63;-9.84;-11.19;3.28;-1.74;-18.28;-14.04;-28.86;-31.27;-32.09;-17.28;-11.46;-16.51;-26.14;-35.57;66.29;49.67;-17.3;-47.41;-10.52;-80.86;70.36;
0.63;-9.74;-11.06;2.95;-1.76;-17.95;-14.06;-28.56;-31;-31.84;-17.16;-11.43;-16.6;-26.18;-35.71;66.46;49.65;-17.48;-47.78;-10.51;-80.78;70.55;
0.64;-9.63;-10.84;2.7;-1.78;-17.58;-14.1;-28.25;-30.75;-31.63;-17.12;-11.41;-16.82;-26.31;-35.9;66.57;49.71;-17.62;-48.06;-10.55;-80.56;70.72;
0.62;-9.55;-10.6;2.45;-1.82;-17.19;-14.15;-27.99;-30.54;-31.47;-17.1;-11.39;-16.91;-26.5;-36.04;66.65;49.81;-17.78;-48.27;-10.55;-80.31;70.93;
0.61;-9.59;-10.41;2.2;-1.88;-16.92;-14.19;-27.75;-30.46;-31.36;-17.13;-11.35;-16.98;-26.66;-36.27;66.45;49.74;-18;-48.41;-10.51;-80.05;71.13;
0.62;-9.53;-10.36;1.95;-1.92;-16.59;-14.24;-27.58;-30.35;-31.23;-17.24;-11.32;-16.96;-26.84;-36.38;66.2;49.65;-18.07;-48.49;-10.47;-79.76;71.32;
0.61;-9.52;-10.39;1.74;-2.39;-16.27;-14.29;-27.4;-30.21;-31;-17.45;-11.28;-16.89;-26.88;-36.33;65.91;49.65;-18.07;-48.44;-10.43;-79.61;71.52;
0.61;-9.61;-10.52;1.6;-3.05;-15.89;-14.32;-27.27;-30.04;-30.72;-17.71;-11.26;-16.79;-26.81;-36.32;65.59;49.45;-18.3;-48.27;-10.19;-79.84;71.84;
0.61;-9.67;-10.71;1.45;-3.22;-15.46;-14.35;-27.04;-29.73;-30.35;-17.91;-11.23;-16.65;-26.65;-36.23;65.36;49.5;-18.53;-48.05;-10.02;-80.08;71.93;
0.62;-9.85;-10.89;1.24;-3.17;-15.08;-14.37;-26.74;-29.35;-30.01;-18.04;-11.23;-16.43;-26.52;-36.06;65.21;49.67;-18.64;-47.72;-9.93;-80.37;71.9;
0.63;-10.04;-11.03;1.02;-3.12;-14.72;-14.4;-26.49;-28.96;-29.69;-18.17;-11.22;-16.25;-26.3;-35.92;65.09;49.71;-18.63;-47.51;-9.96;-80.84;71.84;
